Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute, by type), A, Current week","Hepatitis (viral, acute, by type), A, Current week, flag ","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), A, Cum 2017","Hepatitis (viral, acute, by type), A, Cum 2017, flag","Hepatitis (viral, acute, by type), A, Cum 2016","Hepatitis (viral, acute, by type), A, Cum 2016, flag","Hepatitis (viral, acute, by type), B, Current week","Hepatitis (viral, acute, by type), B, Current week, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), B, Cum 2017","Hepatitis (viral, acute, by type), B, Cum 2017, flag","Hepatitis (viral, acute, by type), B, Cum 2016","Hepatitis (viral, acute, by type), B, Cum 2016, flag",Location 1,Location 2
TENNESSEE,2017,3,,-,0,,2,,,-,,-,1,,4,,7,,8,,14,,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2017,3,,-,0,,3,,,-,5,,2,,0,,2,,2,,3,,"ARIZONA
(34.869712, -111.760902)",
C.N.M.I.,2017,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KENTUCKY,2017,3,1,,0,,2,,1,,,-,,-,3,,11,,4,,10,,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2017,3,,-,0,,39,,1,,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
LOUISIANA,2017,3,,-,0,,1,,,-,1,,1,,1,,4,,4,,,-,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2017,3,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,"PUERTO RICO
(18.215692, -66.414655)",
MID. ATLANTIC,2017,3,2,,4,,10,,5,,10,,2,,4,,7,,4,,6,,,
NEBRASKA,2017,3,,-,0,,4,,,-,,-,,-,0,,2,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2017,3,3,,2,,7,,6,,6,,3,,11,,17,,22,,27,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2017,3,,-,3,,6,,,-,4,,1,,2,,8,,2,,1,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2017,3,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2017,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2017,3,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
VERMONT,2017,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
VIRGIN ISL.,2017,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PACIFIC,2017,3,2,,6,,47,,6,,8,,,-,3,,6,,2,,9,,,
E.N. CENTRAL,2017,3,1,,3,,11,,3,,8,,1,,11,,20,,12,,37,,,
SOUTH DAKOTA,2017,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
W.S. CENTRAL,2017,3,,-,3,,8,,,-,5,,3,,4,,14,,9,,3,,,
WISCONSIN,2017,3,,-,0,,2,,,-,,-,,-,0,,2,,1,,,-,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2017,3,,-,0,,4,,,-,,-,,-,2,,12,,,-,8,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2017,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,1,,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2017,3,,-,0,,2,,,-,2,,,-,0,,3,,2,,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW YORK,2017,3,,-,1,,3,,1,,2,,1,,1,,3,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2017,3,1,,4,,10,,2,,7,,,-,2,,6,,2,,8,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2017,3,,-,1,,7,,1,,1,,,-,1,,3,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2017,3,,-,1,,3,,1,,6,,1,,1,,7,,3,,6,,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2017,3,10,,32,,104,,29,,72,,16,,54,,79,,79,,166,,,
NEW MEXICO,2017,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MOUNTAIN,2017,4,,-,2,,5,,4,,11,,,-,1,,4,,4,,6,,,
NORTH CAROLINA,2017,4,,-,1,,5,,,-,5,,,-,2,,6,,1,,12,,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2017,4,,-,1,,3,,1,,4,,,-,1,,3,,5,,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
WISCONSIN,2017,4,,-,0,,2,,,-,,-,1,,0,,2,,2,,1,,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2017,4,,-,0,,2,,1,,2,,,-,0,,2,,,-,1,,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2017,4,,-,1,,4,,,-,6,,,-,0,,3,,,-,3,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2017,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2017,4,,-,1,,4,,2,,5,,,-,0,,2,,2,,5,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2017,4,,-,1,,4,,,-,7,,,-,0,,3,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2017,4,,-,0,,3,,,-,,-,,-,1,,5,,3,,3,,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2017,4,2,,2,,40,,5,,3,,2,,1,,5,,2,,7,,"VIRGINIA
(37.542699, -78.45822)",
AMER. SAMOA,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
CALIFORNIA,2017,4,1,,4,,10,,3,,11,,,-,2,,6,,3,,13,,"CALIFORNIA
(37.640735, -121.002435)",
E.N. CENTRAL,2017,4,,-,4,,11,,7,,12,,4,,11,,20,,22,,45,,,
MISSISSIPPI,2017,4,,-,0,,1,,,-,,-,,-,0,,2,,3,,3,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW ENGLAND,2017,4,,-,2,,5,,2,,8,,,-,1,,3,,6,,9,,,
SOUTH CAROLINA,2017,4,,-,0,,2,,,-,2,,,-,0,,3,,2,,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2017,4,1,,0,,2,,3,,1,,,-,0,,3,,,-,1,,"OREGON
(44.567912, -120.156945)",
ALABAMA,2017,4,,-,0,,2,,,-,4,,,-,1,,3,,2,,9,,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2017,4,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
PACIFIC,2017,4,2,,6,,47,,9,,12,,,-,3,,6,,3,,14,,,
WASHINGTON,2017,4,,-,0,,3,,,-,,-,,-,1,,3,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2017,4,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
S. ATLANTIC,2017,4,6,,7,,55,,19,,29,,10,,19,,34,,46,,79,,,
KENTUCKY,2017,4,,-,0,,2,,1,,,-,1,,3,,11,,12,,13,,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2017,4,,-,0,,2,,,-,1,,,-,1,,3,,1,,5,,"MISSOURI
(38.636168, -92.566292)",
C.N.M.I.,2017,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OKLAHOMA,2017,4,,-,0,,4,,,-,,-,,-,0,,8,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
W.S. CENTRAL,2017,4,,-,3,,8,,1,,8,,1,,4,,16,,10,,8,,,
IDAHO,2017,4,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2017,4,9,,32,,104,,51,,104,,17,,55,,79,,126,,221,,,
MID. ATLANTIC,2017,4,1,,4,,10,,6,,15,,,-,4,,7,,8,,7,,,
ARIZONA,2017,4,,-,1,,2,,2,,6,,,-,0,,3,,3,,4,,"ARIZONA
(34.869712, -111.760902)",
DIST. OF COL.,2017,4,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VIRGIN ISL.,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2017,4,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
MAINE,2017,4,,-,0,,1,,,-,2,,,-,1,,3,,4,,3,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,4,3,,2,,7,,9,,11,,8,,11,,17,,34,,34,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2017,4,,-,1,,3,,1,,2,,,-,1,,3,,1,,1,,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2017,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,3,,"KANSAS
(38.345528, -98.201847)",
VERMONT,2017,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2017,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2017,4,,-,0,,1,,,-,4,,,-,4,,9,,5,,13,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2017,4,,-,0,,2,,,-,1,,,-,0,,2,,,-,2,,"MINNESOTA
(46.357661, -94.793397)",
TEXAS,2017,4,,-,3,,6,,1,,7,,,-,2,,12,,2,,3,,"TEXAS
(31.827233, -99.423022)",
NEW YORK CITY,2017,4,1,,1,,3,,4,,2,,,-,1,,3,,2,,3,,,
TENNESSEE,2017,4,,-,0,,2,,,-,,-,1,,4,,7,,9,,16,,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2017,4,,-,0,,5,,1,,2,,,-,0,,3,,2,,3,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2017,4,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2017,4,,-,0,,4,,2,,,-,,-,2,,12,,,-,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
E.S. CENTRAL,2017,4,,-,1,,4,,1,,4,,2,,9,,18,,26,,41,,,
GUAM,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2017,4,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2017,4,,-,0,,7,,2,,,-,3,,5,,13,,11,,27,,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2017,4,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,"PUERTO RICO
(18.215692, -66.414655)",
MONTANA,2017,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
W.N. CENTRAL,2017,4,,-,1,,5,,2,,5,,,-,1,,7,,1,,12,,,
MICHIGAN,2017,4,,-,1,,7,,5,,2,,,-,1,,4,,4,,1,,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2017,4,1,,1,,3,,2,,6,,,-,2,,7,,4,,8,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2017,4,,-,0,,2,,,-,2,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2017,4,,-,0,,39,,2,,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2017,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALASKA,2017,4,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2017,4,,-,0,,1,,,-,1,,1,,1,,4,,5,,2,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2017,4,,-,0,,4,,1,,1,,,-,0,,2,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
COLORADO,2017,4,,-,0,,2,,1,,1,,,-,0,,2,,1,,,-,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2017,5,5,,2,,7,,14,,11,,9,,11,,17,,44,,43,,"FLORIDA
(28.915325, -81.922409)",
NEW ENGLAND,2017,5,,-,2,,5,,2,,10,,1,,1,,3,,7,,12,,,
DELAWARE,2017,5,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2017,5,,-,1,,3,,2,,9,,2,,1,,7,,7,,11,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2017,5,,-,0,,7,,2,,,-,2,,5,,13,,13,,36,,"OHIO
(40.056807, -82.405897)",
ALASKA,2017,5,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2017,5,,-,1,,2,,3,,7,,,-,0,,2,,,-,4,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2017,5,,-,0,,1,,1,,4,,,-,4,,9,,7,,14,,"INDIANA
(39.76845, -86.156212)",
S. ATLANTIC,2017,5,6,,7,,55,,26,,35,,11,,19,,34,,61,,101,,,
NEW JERSEY,2017,5,,-,1,,4,,,-,7,,,-,0,,3,,,-,4,,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2017,5,,-,0,,2,,,-,,-,,-,0,,1,,2,,2,,"WISCONSIN
(44.395526, -89.834513)",
W.N. CENTRAL,2017,5,,-,1,,5,,2,,5,,1,,1,,7,,4,,15,,,
C.N.M.I.,2017,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
E.N. CENTRAL,2017,5,,-,4,,11,,8,,19,,2,,11,,20,,26,,57,,,
IOWA,2017,5,,-,0,,2,,1,,2,,1,,0,,2,,2,,1,,"IOWA
(42.46942, -93.815856)",
PACIFIC,2017,5,,-,6,,47,,12,,23,,1,,3,,6,,6,,20,,,
DIST. OF COL.,2017,5,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
SOUTH CAROLINA,2017,5,1,,0,,2,,2,,2,,,-,0,,4,,2,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGIN ISL.,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2017,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2017,5,,-,0,,1,,,-,2,,1,,1,,3,,5,,5,,"MAINE
(45.252223, -68.986647)",
IDAHO,2017,5,,-,0,,1,,1,,1,,1,,0,,1,,1,,2,,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2017,5,,-,4,,10,,6,,21,,,-,2,,6,,5,,18,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2017,5,,-,0,,1,,,-,1,,,-,0,,2,,3,,3,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2017,5,,-,0,,5,,1,,2,,,-,0,,3,,3,,3,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2017,5,,-,0,,2,,,-,3,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2017,5,,-,0,,4,,1,,1,,,-,0,,2,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2017,5,,-,0,,3,,,-,,-,1,,1,,5,,4,,4,,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2017,5,,-,0,,2,,,-,,-,2,,4,,7,,12,,23,,"TENNESSEE
(35.681402, -85.774444)",
ALABAMA,2017,5,,-,0,,2,,,-,5,,2,,1,,3,,5,,12,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2017,5,,-,0,,2,,,-,1,,,-,1,,3,,1,,6,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2017,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MOUNTAIN,2017,5,,-,2,,5,,5,,14,,1,,1,,4,,2,,7,,,
WYOMING,2017,5,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2017,5,,-,0,,4,,,-,,-,,-,0,,8,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,5,,-,1,,4,,,-,9,,,-,0,,3,,,-,4,,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2017,5,,-,2,,40,,5,,5,,,-,1,,5,,3,,7,,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2017,5,,-,0,,4,,2,,,-,,-,1,,12,,,-,18,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2017,5,,-,0,,3,,,-,,-,,-,1,,3,,,-,1,,"WASHINGTON
(47.517368, -120.467672)",
AMER. SAMOA,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
KANSAS,2017,5,,-,0,,1,,,-,,-,,-,0,,3,,1,,4,,"KANSAS
(38.345528, -98.201847)",
UNITED STATES,2017,5,11,,31,,104,,69,,144,,23,,56,,79,,159,,290,,,
CONNECTICUT,2017,5,,-,0,,3,,,-,2,,,-,0,,1,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
W.S. CENTRAL,2017,5,,-,3,,8,,2,,12,,1,,4,,16,,11,,10,,,
MICHIGAN,2017,5,,-,1,,7,,5,,6,,,-,1,,4,,4,,1,,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2017,5,,-,2,,6,,2,,10,,,-,2,,12,,2,,3,,"TEXAS
(31.827233, -99.423022)",
NEW YORK CITY,2017,5,3,,1,,3,,7,,5,,,-,1,,3,,2,,6,,,
LOUISIANA,2017,5,,-,0,,1,,,-,2,,,-,1,,4,,5,,3,,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2017,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2017,5,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2017,5,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
HAWAII,2017,5,,-,0,,39,,2,,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2017,5,,-,1,,3,,1,,4,,1,,1,,3,,7,,1,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2017,5,,-,1,,5,,,-,6,,,-,2,,6,,1,,15,,"NORTH CAROLINA
(35.47995, -79.180571)",
E.S. CENTRAL,2017,5,,-,0,,4,,1,,6,,4,,8,,18,,32,,55,,,
KENTUCKY,2017,5,,-,0,,2,,1,,,-,,-,3,,11,,12,,17,,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2017,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
COLORADO,2017,5,,-,0,,2,,1,,2,,,-,0,,2,,1,,,-,"COLORADO
(38.841772, -106.132562)",
VERMONT,2017,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
MID. ATLANTIC,2017,5,5,,4,,10,,11,,20,,1,,4,,7,,10,,13,,,
MINNESOTA,2017,5,,-,0,,2,,,-,1,,,-,0,,2,,,-,2,,"MINNESOTA
(46.357661, -94.793397)",
OREGON,2017,5,,-,0,,2,,3,,2,,1,,0,,3,,1,,1,,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2017,5,,-,0,,1,,,-,,-,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2017,5,,-,1,,4,,2,,6,,,-,0,,2,,2,,5,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2017,5,2,,1,,3,,3,,4,,,-,1,,3,,1,,2,,"NEW YORK
(42.826892, -75.544286)",
NEW MEXICO,2017,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
E.S. CENTRAL,2017,6,,-,0,,4,,2,,6,,,-,7,,18,,35,,62,,,
DELAWARE,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2017,6,,-,0,,2,,1,,3,,,-,1,,3,,2,,6,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2017,6,,-,0,,2,,1,,,-,,-,3,,11,,12,,20,,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2017,6,,-,4,,9,,10,,28,,,-,2,,6,,6,,20,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2017,6,,-,0,,3,,,-,2,,,-,0,,1,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
INDIANA,2017,6,,-,0,,1,,1,,5,,,-,4,,9,,7,,15,,"INDIANA
(39.76845, -86.156212)",
S. ATLANTIC,2017,6,6,,7,,55,,34,,45,,6,,19,,34,,70,,116,,,
DIST. OF COL.,2017,6,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2017,6,,-,0,,2,,,-,1,,,-,0,,2,,,-,2,,"MINNESOTA
(46.357661, -94.793397)",
NEW ENGLAND,2017,6,,-,2,,5,,2,,10,,,-,1,,3,,7,,13,,,
SOUTH CAROLINA,2017,6,2,,0,,3,,6,,2,,,-,0,,4,,2,,6,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2017,6,12,,31,,104,,95,,184,,11,,55,,79,,180,,336,,,
TEXAS,2017,6,,-,2,,6,,2,,16,,1,,2,,12,,4,,5,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2017,6,,-,0,,4,,1,,2,,1,,0,,2,,1,,1,,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
W.S. CENTRAL,2017,6,,-,3,,8,,2,,19,,1,,4,,16,,13,,14,,,
MICHIGAN,2017,6,,-,1,,7,,5,,6,,,-,1,,4,,4,,1,,"MICHIGAN
(44.66399, -84.711206)",
PACIFIC,2017,6,,-,6,,47,,18,,30,,1,,3,,6,,9,,23,,,
NEW MEXICO,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2017,6,,-,2,,40,,5,,7,,,-,1,,5,,4,,7,,"VIRGINIA
(37.542699, -78.45822)",
MID. ATLANTIC,2017,6,4,,4,,10,,16,,27,,,-,4,,7,,10,,16,,,
NEVADA,2017,6,,-,0,,2,,,-,4,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2017,6,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2017,6,,-,0,,3,,,-,,-,,-,1,,5,,4,,6,,"ARKANSAS
(34.748745, -92.275105)",
PUERTO RICO,2017,6,,-,0,,1,,,-,,-,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2017,6,,-,0,,1,,,-,1,,,-,0,,2,,3,,3,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2017,6,,-,1,,4,,,-,10,,,-,0,,3,,,-,6,,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH CAROLINA,2017,6,,-,1,,5,,,-,7,,,-,2,,6,,1,,16,,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2017,6,4,,2,,7,,18,,15,,4,,11,,17,,48,,52,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2017,6,,-,0,,2,,,-,,-,1,,0,,1,,3,,3,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2017,6,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW YORK CITY,2017,6,2,,1,,3,,9,,6,,,-,1,,3,,2,,6,,,
SOUTH DAKOTA,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2017,6,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2017,6,2,,1,,3,,5,,5,,,-,1,,3,,1,,3,,"NEW YORK
(42.826892, -75.544286)",
IOWA,2017,6,,-,0,,2,,1,,2,,,-,0,,2,,2,,1,,"IOWA
(42.46942, -93.815856)",
HAWAII,2017,6,,-,0,,39,,2,,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
W.N. CENTRAL,2017,6,,-,1,,5,,3,,8,,1,,1,,7,,6,,16,,,
MOUNTAIN,2017,6,2,,2,,5,,9,,19,,1,,1,,4,,3,,7,,,
ILLINOIS,2017,6,,-,1,,4,,1,,9,,,-,0,,3,,,-,7,,"ILLINOIS
(40.477092, -88.993221)",
E.N. CENTRAL,2017,6,,-,4,,11,,9,,20,,1,,11,,20,,27,,69,,,
KANSAS,2017,6,,-,0,,1,,,-,,-,,-,0,,3,,1,,5,,"KANSAS
(38.345528, -98.201847)",
MAINE,2017,6,,-,0,,1,,,-,2,,,-,1,,3,,5,,5,,"MAINE
(45.252223, -68.986647)",
OREGON,2017,6,,-,0,,2,,4,,2,,,-,0,,3,,1,,1,,"OREGON
(44.567912, -120.156945)",
OHIO,2017,6,,-,0,,7,,2,,,-,,-,5,,13,,13,,43,,"OHIO
(40.056807, -82.405897)",
IDAHO,2017,6,1,,0,,1,,2,,1,,,-,0,,1,,1,,2,,"IDAHO
(43.680635, -114.364237)",
